disposition	standard	vetted
EXCHANGED WITH WALTER KOETZ, APRIL 1926	voucher elsewhere	1
EXCHANGED WITH WM. DUTCHER, 12 [ILLEG] 1994	voucher elsewhere	1
EXCHANGED WITH ZOOLOGICAL REFEICNE COLLECTION, SIN	voucher elsewhere	1
EXCHANGEDPARATYPE	voucher elsewhere	1
EXCHANGED, 6 APR 1907	voucher elsewhere	1
EXCHANGED, OCT 17, 1888	voucher elsewhere	1
EXCHANGED: MUESEUM OF COMPARATIVE ZOOLOGY; DEC 28,	voucher elsewhere	1
EXCHANGED; 16 DEC 1939 WITH PRINCETON MUSUEM OF ZO	voucher elsewhere	1
EXCHANGED; MUSEUM OF COMPARATIVE ZOOLOGY, OCT 20, 	voucher elsewhere	1
EXCHANGED?	voucher elsewhere	1
EXCHANGE-DOMINIOS MUS., WELLINGTON, N.Z.	voucher elsewhere	1
EXCHANGE-DR. STRESEMAN-BERLIN MUSEUM-MAY 1927	voucher elsewhere	1
EXCHANGE-DR. STRESEMANN-BERLIN MUS.-MAY 1927	voucher elsewhere	1
EXCHANGE-DR. STRESEMANN-BERLIN MUSEUM-MAY 1927	voucher elsewhere	1
EXCHANGE-PEABODY MUS., JAN 1950	voucher elsewhere	1
EXCHANGE-PEKLO-RUSSIA	voucher elsewhere	1
EXCHANGES WITH PROF. WM. W. MARSHALL, U. OF MINN. 	voucher elsewhere	1
EXCHANGES WITH PROF. WM. W. MARSHALL, U. OF MINN.-	voucher elsewhere	1
EXCHANGES WITH PROF. WM. W. MARSHALL, UNIV. OF MIN	voucher elsewhere	1
EXCHANGE-WALTER KOELZ-APRIL 1926	voucher elsewhere	1
EXCHGD WITH JAPANESE MUSEUM, SEP 1908	voucher elsewhere	1
EXCHNAGED WITH CARLOS REEDS MENDOZA, FEB 9, 1917	voucher elsewhere	1
EXCHWITH O. BANGS, SEPT 20, 1918	voucher elsewhere	1
EXHIBIT - SANFORD HALL	voucher elsewhere	1
EXHIBIT-REPTILE HALL	voucher elsewhere	1
EX-TACKAPAUSHA MUSEUM	voucher elsewhere	1
EX-WALTER KOELZ, APRIL 1926	voucher elsewhere	1
EX-WALTER KOELZ-APRIL 1926	voucher elsewhere	1
F203,86007,		1
FLA. ST. UNIV.	voucher elsewhere	1
FLA. ST. UNIV. EXCHANGED U. FLA. 7/19/63	voucher elsewhere	1
FLA. ST. UNIV. EXCHANGED U. FLORIDA 7/19/63	voucher elsewhere	1
FLA. ST. UNIV., EXCHANGED U. FLA. 7/11/63	voucher elsewhere	1
FLA. ST. UNIVERSITY	voucher elsewhere	1
FLA. STATE UNIVERSITY	voucher elsewhere	1
FLUID ROOM	in collection	1
FOUND	in collection	1
FOUND - DISCOVERED BY AMCC INVENTORY	in collection	1
FOUND - DURING INVENTORY FOR INCORPORATION INTO AM	in collection	1
FOUND - 'EXCH. FIELD MUS. CHICAGO, NOV 1922' IN SK	voucher elsewhere	1
FOUND - UNCATALOGED IN COLLECTION	in collection	1
FOUND -95,85890,	in collection	1
FOUND DEAD BY A BOY AND SENT TO W.F.SMITH BY WHOM 	voucher elsewhere	1
FROM H.G. REEVE	in collection	1
FROM JOHN AKHURST	in collection	1
FROM L.B. DAVENPORT	in collection	1
FTA. ST. UNIVERSITY	in collection	1
G		1
G, O		1
GA TO CSIRO, CANBERRA	voucher elsewhere	1
GIFT - CITY COLLEGE - 1969	voucher elsewhere	1
GIFT - CITY COLLEGE - MAR 1969	voucher elsewhere	1
GIFT - CITY COLLEGE, MAR 1969	voucher elsewhere	1
GIFT - CITY COLLEGE-1969	voucher elsewhere	1
GIFT - SWRS, PORTAL, ARIZ.	voucher elsewhere	1
GIFT (REC. DEC 8, 1902	voucher elsewhere	1
GIFT CALIF. ACADEMY SCIENCES, DR. R.T. ORR, 2/6/71	voucher elsewhere	1
GIFT CALIF., ACADEMY SCIENCE	voucher elsewhere	1
GIFT DUTCHESS COMM. COLL. 1969	voucher elsewhere	1
GIFT DUTCHESS COMM. COLL., 1969	voucher elsewhere	1
GIFT FROM N.Y. ZOOL. SOC.	in collection	1
GIFT OF BKLYN MUS. NOV. 1935	in collection	1
GIFT OF CARL RIMGINS	in collection	1
GIFT OF DR. JOS. G. THOMPSON	in collection	1
GIFT OF DR. WALTER KOELZ	in collection	1
GIFT OF F.S. WHITMAN	in collection	1
GIFT OF GEO. A. HAUX	in collection	1
GIFT OF JOHN BENDER	in collection	1
GIFT OF L. RUHE	in collection	1
GIFT OF MISS BESSIE DAVIS	in collection	1
GIFT OF MR. FRED OTTO	in collection	1
GIFT OF MR. GEO. HAUX	in collection	1
GIFT OF N.Y. ZOOL. SOC.	in collection	1
GIFT OF NY. ZOO. SOC.	in collection	1
GIFT OF R.W. PEAVEY	in collection	1
GIFT OF S. NURCHENT ESQ. TO A.M.N.H., APRIL 20, 19	in collection	1
GIFT OF T. ROOSEVELT	in collection	1
GIFT PRINCETON MUSEUM, 1951	voucher elsewhere	1
GIFT SHORT H[ILLEG][ILLEG]LLS ABORT., MRS. F. WOLP	voucher elsewhere	1
GIFT SHORT HILLS ABO[ILLEG][ILLEG]., MRS. F. WOLPE	voucher elsewhere	1
GIFT SWRS, PORTAL, ARIZ	voucher elsewhere	1
GIFT- SWRS, PORTAL, ARIZONA	voucher elsewhere	1
GIFT TO ACAD. NAT. SCIENCES- PHILA., PA.-JULY 20, 	voucher elsewhere	1
GIFT TO ALFRED M. COLLINS, DEC 1916	voucher elsewhere	1
GIFT TO BERLIN MUS. JULY 1936 NEVER SENT	voucher elsewhere	1
GIFT TO BERLIN MUS. JULY 1936 NEVER SENT M.L.	voucher elsewhere	1
GIFT TO BERLIN MUS., JULY 1936 NEVER SENT M.L.	voucher elsewhere	1
GIFT TO BERLIN MUS.JULY 1936 NEVER SENT M.L.	voucher elsewhere	1
GIFT TO BERLIN MUSEUM JULY 1936 - SEE #213128	voucher elsewhere	1
GIFT TO BERLIN MUSEUM JULY 1936 NEVER SENT	voucher elsewhere	1
GIFT TO BERLIN MUSEUM JULY 1936 NEVER SENT M.L.	voucher elsewhere	1
GIFT TO BERLIN MUSEUM, JULY 1936	voucher elsewhere	1
GIFT TO BERLIN MUSEUM, JULY 1936 NEVER SENT	voucher elsewhere	1
GIFT TO BERLIN MUSEUM, JULY 1936 NEVER SENT M.L.	voucher elsewhere	1
GIFT TO BERLIN MUSEUM, JULY 1936 NEVER SENT ML	voucher elsewhere	1
GIFT TO BERLIN MUSEUM, JULY 1936 NEVER SENT ML.	voucher elsewhere	1
GIFT TO BRITISH MUSEUM BY G.T. GILLIARD, 9-7-'56	voucher elsewhere	1
GIFT TO CALIFORNIA ACADEMY OF SCIENCES, DR. R.T. O	voucher elsewhere	1
GIFT TO CSIRO CANBERRA	voucher elsewhere	1
GIFT TO CSIRO, CAMBERA	voucher elsewhere	1
GIFT TO CSIRO, CANBERRA	voucher elsewhere	1
GIFT TO DEPT. OF ENTOMOLOGY, JANUARY 25, 1951	voucher elsewhere	1
GIFT TO DR. H.A. MENEGAUX, MUSÉE DÉ HISTORIE NATUR	voucher elsewhere	1
GIFT TO DR. HERMAN SICK, MEUSEO NACIONAL, RIO DE J	voucher elsewhere	1
GIFT TO DR. HERMIDT SICK, MUSEO NACIONAL, RIO DE J	voucher elsewhere	1
GIFT TO DR. HERMUT SICK, MUSEO NACIONAL, RIO DE JA	voucher elsewhere	1
GIFT TO DR. L.C. SANFORD NOV 1917	voucher elsewhere	1
GIFT TO DR. L.C. SANFORD, NOV 1917	voucher elsewhere	1
GIFT TO DR. L.C. SANFORD, NOV. 1917	voucher elsewhere	1
GIFT TO DR. L.C.SANFORD, NOV. 1917	voucher elsewhere	1
GIFT TO DR. POCTIGER GER. ZOOL. INSTIT., BRUNSCHDW	voucher elsewhere	1
GIFT TO DR. WAGNER - PENN STATE UNIV. - 2/17/52	voucher elsewhere	1
GIFT TO FISH & WILD LIFE S[ILLEG][ILLEG], 2 AUG 19	voucher elsewhere	1
GIFT TO HELMUT SICK, RIO DE JANEIRO-1/10/80	voucher elsewhere	1
GIFT TO HOPE COLLEGE, HOLLAND  4/5/71 ?	voucher elsewhere	1
GIFT TO HOPE COLLEGE, HOLLAND, MICH., 4/5/71)	voucher elsewhere	1
GIFT TO HOPE COLLEGE, MOLLAND, MICH., DR. D.E. GRE	voucher elsewhere	1
GIFT TO JORDON, OCT 1923	voucher elsewhere	1
GIFT TO NEW MEXICO U. 1968	voucher elsewhere	1
GIFT TO PAN-AMERICAN UNION, WASHINGTON D.C.	voucher elsewhere	1
GIFT TO PAN-AMERICAN UNION, WASHINGTON, D.C.	voucher elsewhere	1
GIFT TO PAN-AMERICAN UNION, WASHINGTON,D.C.	voucher elsewhere	1
GIFT TO PAN-AMERICAN UNION,WASHINGTON,D.C.	voucher elsewhere	1
GIFT TO PAN-MERICAN UNION, WASHINGTON,D.C.	voucher elsewhere	1
GIFT TO PEABODY MUSEUM, 1/26/1960	voucher elsewhere	1
GIFT TO PHILA ACAD. SCI., APR., 1960	voucher elsewhere	1
GIFT TO PHILA. ACAD. & SCI., APRIL 1960	voucher elsewhere	1
GIFT TO PUTNEY SCHOOL	voucher elsewhere	1
GIFT TO PUTNEY SCHOOL 1959	voucher elsewhere	1
GIFT TO PUTNEY SCHOOL, 1950	voucher elsewhere	1
GIFT TO PUTNEY SCHOOL, 1959	voucher elsewhere	1
GIFT TO PUTNEY SCHOOL-1959	voucher elsewhere	1
GIFT TO RADFORD COLL. - VA., 15 JAN 1962 (WITH DIS	voucher elsewhere	1
GIFT TO RADFORD COLL. VA. JAN 1, 1962	voucher elsewhere	1
GIFT TO RUTGERS UNIV. MARCH 1964	voucher elsewhere	1
GIFT TO RUTGERS UNIV. MARCH 1964 JF	voucher elsewhere	1
GIFT TO RUTGERS UNIV., MARCH 1964	voucher elsewhere	1
GIFT TO RUTGERS UNIVERSITY COLL., MARCH 1964	voucher elsewhere	1
GIFT TO RUTGERS UNIVERSITY COLLECTION, MAR 1964	voucher elsewhere	1
GIFT TO RUTGERS UNIVERSITY, MARCH 1964	voucher elsewhere	1
GIFT TO SUFFOLK MUSEUM	voucher elsewhere	1
GIFT TO SUFFOLK MUSEUM, L.I.	voucher elsewhere	1
GIFT TO SWRS, OORTAL, ARIZ.	voucher elsewhere	1
GIFT TO THE BERLIN MUS. JULY 1936 NEVER SENT M.L.	voucher elsewhere	1
GIFT TO THE BERLIN MUS. JULY 1936 NEVER SENT ML.	voucher elsewhere	1
GIFT TO THE BERLIN MUS., JULY 1936 - NEVER SENT M.	voucher elsewhere	1
GIFT TO THE BERLIN MUS., JULY 1936 - NEVER SENT. M	voucher elsewhere	1
GIFT TO THE BERLIN MUS., JULY 1936 NEVER SENT M.L.	voucher elsewhere	1
GIFT TO THE BERLIN MUS., JULY 1936 NEVER SENT ML.	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM JULY 1936	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM JULY 1936 NEVER SENT	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM JULY 1936 NEVER SENT M.L	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM JULY 1936 NEVER SENT ML	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM JULY 1936 NEVER SENT ML.	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM JULY 1936 NEVER SENT, M.	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM NEVER SENT M.L.	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM, JULY 1936	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM, JULY 1936 NEVER SENT	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM, JULY 1936 NEVER SENT M.	voucher elsewhere	1
GIFT TO THE BERLIN MUSEUM, JULY 1936 NEVER SENT ML	voucher elsewhere	1
GIFT TO THE BRITISH MUSEUM, JULY 1936 NEVER SENT M	voucher elsewhere	1
GIFT TO THE MEXICAN GOVERNMENT, 6 DEC 1927	voucher elsewhere	1
GIFT TO VIR. INS. OF MARINE SCI. MR. WASHER, OCT 1	voucher elsewhere	1
GIFT TO VIR. INS. OF MARINE SCI., DIR. WASHER, OCT	voucher elsewhere	1
GIFT TO VIR. INS. OF MARINE SCI., MR. WASHER - OCT	voucher elsewhere	1
GIFT TO W NEW MEXICO U - 1968	voucher elsewhere	1
GIFT TO W. NEW MEX U - 1968	voucher elsewhere	1
GIFT TO W. NEW MEX U - '68	voucher elsewhere	1
GIFT TO W. NEW MEX. U - 1968	voucher elsewhere	1
GIFT TO W. NEW MEX. U. - 1968	voucher elsewhere	1
GIFT TO W. NEW MEXICO - 1968	voucher elsewhere	1
GIFT TO W. NEW MEXICO U. - 1968	voucher elsewhere	1
GIFT TO W. NEW MEXICO U.-1968	voucher elsewhere	1
GIFT TO WESTERN N. MEXICO UNIV., DR. D. ZIMMERMAN,	voucher elsewhere	1
GIFT TO WESTERN N. MEXICO UNIVERSITY, DR. D. ZIMMA	voucher elsewhere	1
GIFT TO WESTERN NEW MEXICO U., 1968	voucher elsewhere	1
GIFT TO WESTERN NEW MEXICO UNIVERSITY - 1968	voucher elsewhere	1
GIFT TO WESTERN NEW MEXICO UNIVERSITY, 1968	voucher elsewhere	1
GIFT TO WILLIAM PEN MUSEUM, HARRISBURG - 1969	voucher elsewhere	1
GIFT TO WILLIAM PENN MUSEUM, HARRISBURG - 1969	voucher elsewhere	1
GIFT TO WILLIAM PENN MUSEUM, HARRISBURG, PENN 1969	voucher elsewhere	1
GIFT TO WILLIAM PENN MUSEUM, HARRISBURG, PENN. 196	voucher elsewhere	1
GIFT TO WILLIAM PENN MUSEUM, HARRISBURG, PENN., 19	voucher elsewhere	1
GIFT TO WILLIAM PENN. MUSEUM, HARRISBURG - 1969	voucher elsewhere	1
GIFT TO WILLIAM PENN. MUSEUM, HARRISBURG, 1969	voucher elsewhere	1
GIFT TO WILLIAM PENN. MUSEUM, HARRISBURG, PENN. 19	voucher elsewhere	1
GIFT, PRINCETON MUSEUM, 1951	voucher elsewhere	1
GIFT, SHORT HILLS ABOVE N.J.	voucher elsewhere	1
GIFT, SMITH COLL., 1966, DR. AMADON	voucher elsewhere	1
GIFT, SWRS, PORTAL, ARIZ.	voucher elsewhere	1
GIFT-CITY COLLEGE-1969	voucher elsewhere	1
GIFT-SWRS, PORTA, ARIZ.	voucher elsewhere	1
GIFT-SWRS, PORTAL, ARIZ.	voucher elsewhere	1
GIFT-SWRS, PORTAL, ARIZONA	voucher elsewhere	1
GIFT-SWRS. PORTAL, ARIZ.	voucher elsewhere	1
GIVEN AS GIFT TO PENN. MUS., HARRISBURG-1969; GIFT	voucher elsewhere	1
GIVEN AWAY	voucher elsewhere	1
GIVEN AWAY IN PLACE OF A BIRD SENT IN TO BE SKINED	voucher elsewhere	1
GIVEN BY MR. ALTWATER IN EXCHANGE [FOR CAMPSOTHGPS	voucher elsewhere	1
GIVEN EXCHANGE TO CORNELL UNIVERSITY, MAY, 1972	voucher elsewhere	1
GIVEN EXCHANGE TO MR. L.P. RICHARDS, HONOLULU JUNE	voucher elsewhere	1
GIVEN IN EX. WITH COLORADO MUSEUM OF NAT HIST	voucher elsewhere	1
GIVEN IN EX. WITH COLORADO MUSEUM OF NAT HISTORY	voucher elsewhere	1
GIVEN IN EXCH. NAT.SCI. IN PHILA., JUNE 7,1944	voucher elsewhere	1
GIVEN IN EXCH. OCT. 1938 TO ACAD. OF NATURAL SCIEN	voucher elsewhere	1
GIVEN IN EXCH. TO BISHOP MUSEUM, MAY 1927	voucher elsewhere	1
GIVEN IN EXCH. TO CLEVELAND MUSEUM, MAY 1927	voucher elsewhere	1
GIVEN IN EXCH. TO DR. L.C. SANFORD, NOV 1921	voucher elsewhere	1
GIVEN IN EXCH. TO E. LEHN SCHIOLER, COPENHAGEN AUG	voucher elsewhere	1
GIVEN IN EXCH. TO E. LEHN SCHIOLER, COPENHAGEN, AU	voucher elsewhere	1
GIVEN IN EXCH. TO E. LEHN SCHIOLER-COPENHAGEN-AUG 	voucher elsewhere	1
GIVEN IN EXCH. TO FIELD MUSEUM OF NAT'L HIST. JULY	voucher elsewhere	1
GIVEN IN EXCH. TO M.C.Z., DEC 2, 1937	voucher elsewhere	1
GIVEN IN EXCH. TO MUS. OF COMP. ZOOLOGY, DEC 1922	voucher elsewhere	1
GIVEN IN EXCH. TO MUS. VERT. ZOOL., JUNE, 1955	voucher elsewhere	1
GIVEN IN EXCH. TO MUSEO NACIONAL DE HISTORIA NATUR	voucher elsewhere	1
GIVEN IN EXCH. TO MUSEUM COMPARATIVE ZOOLOGY, MAY 	voucher elsewhere	1
GIVEN IN EXCH. TO MUSEUM VERT. ZOOL., JUNE, 1955.	voucher elsewhere	1
GIVEN IN EXCH. TO PHIL. ACAD. SCI., FEB. 3, 1942	voucher elsewhere	1
GIVEN IN EXCH. TO PHIL. ACAD. SCIENCES, NOV 1936	voucher elsewhere	1
GIVEN IN EXCH. TO PHILA. ACAD. SCIENCES, FEB 1938	voucher elsewhere	1
GIVEN IN EXCH. TO PHILA. ACAD. SCIENCES, NOV 1936	voucher elsewhere	1
GIVEN IN EXCH. TO PHILA. ACAD. SCIENCES, NOV 1938	voucher elsewhere	1
GIVEN IN EXCH. TO PHILA. ACAD. SCIENCES, NOV. 1936	voucher elsewhere	1
GIVEN IN EXCH. TO PHILA. ACAD.SCIENCES, FEB 1938	voucher elsewhere	1
GIVEN IN EXCH. TO PHILA.ACAD.SCIENCES, FEB 1938	voucher elsewhere	1
GIVEN IN EXCH. TO PHILA.ACAD.SCIENCES, FEB 1958	voucher elsewhere	1
GIVEN IN EXCH. TO PRINCETON MUSEUM OF ZOOLOGY, NOV	voucher elsewhere	1
GIVEN IN EXCH. TO THE CLEVELAND MUSEUM, MAY 1927	voucher elsewhere	1
GIVEN IN EXCH. TO U.S. NATIONAL MUSEUM, JUNE 1966	voucher elsewhere	1
GIVEN IN EXCH. TO WM. H. PHELPS, AUGUST 1940	voucher elsewhere	1
GIVEN IN EXCH. U.S. NAT. MUS., SEPT 23, 1942	voucher elsewhere	1
GIVEN IN EXCHAMGE TO THE U.S. NATIONAL MUSEUM, WAS	voucher elsewhere	1
GIVEN IN EXCHANGE HONARARY MUSEUM, DIRECTOR PUBLIC	voucher elsewhere	1
GIVEN IN EXCHANGE TO [HONARARY MUSEUM DIRECTOR, PU	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD. NAT. SCI. PHILA., 7 JUN	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD. NAT. SCI., 24 MAR 1942	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD. NAT. SCI., PHILA. MARCH	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD. NAT. SCIENCES, OCT 1938	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD. NATL. SCIENCES, MAY 193	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD. NATL. SCIENCES, OCT 193	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD.NAT. SCIENCES, MAY 1936	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD.NAT'L SCIENCES, OCTOBER 	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACAD.NATL. SCIENCES, NOV. 193	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACADEMY NAT. SCIENCES, MAY 19	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACADEMY NATI. SCIENCES, MAY 1	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACADEMY NATL SCIENCES, MAY 19	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACADEMY OF NAT. SCIENCE, MAY 	voucher elsewhere	1
GIVEN IN EXCHANGE TO ACADEMY OF NATURAL SCIENCES, 	voucher elsewhere	1
GIVEN IN EXCHANGE TO ALLAN R. PHILLIPS, 10 MAY 194	voucher elsewhere	1
GIVEN IN EXCHANGE TO ALLEN BROOKS, AUG 6, 1935	voucher elsewhere	1
GIVEN IN EXCHANGE TO AUSTRALIAN MUSEUM, JUNE 1928	voucher elsewhere	1
GIVEN IN EXCHANGE TO BERLIN MUS. SEPT 1937	voucher elsewhere	1
GIVEN IN EXCHANGE TO BERLIN MUSEUM, DEC 1935	voucher elsewhere	1
GIVEN IN EXCHANGE TO BISHOP MUSEUM, MAY 1927	voucher elsewhere	1
GIVEN IN EXCHANGE TO BOCAGE MUSEUM, LISBON, SEPT 2	voucher elsewhere	1
GIVEN IN EXCHANGE TO CALIF. ACAD. OF SCIENCES, JUL	voucher elsewhere	1
GIVEN IN EXCHANGE TO CANTERBURY MUSEUM, 21 SEP 193	voucher elsewhere	1
GIVEN IN EXCHANGE TO CANTERBURY MUSEUM, SEPT 21, 1	voucher elsewhere	1
GIVEN IN EXCHANGE TO CANTERBURY MUSEUM, SEPT. 21, 	voucher elsewhere	1
GIVEN IN EXCHANGE TO CARNEGIE MUSEUM, DEC. 4, 1929	voucher elsewhere	1
GIVEN IN EXCHANGE TO CARNEGIE MUSEUM, MARCH 6, 194	voucher elsewhere	1
GIVEN IN EXCHANGE TO CLEVELAND MUSEUM, MAY 1927	voucher elsewhere	1
GIVEN IN EXCHANGE TO CONGO MUSEUM, TERVUERIN	voucher elsewhere	1
GIVEN IN EXCHANGE TO CORNELL UNIVERSITY, 6 DEC 196	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. A. JACOBI (DRESDEN MUSEUM	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. A. JACOBI (DRESDEN) JUNE 	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. A. JACOBI, 15 JUN 1931	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. A. JACOBI, JUNE 15, 1931	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. DABBENE, SEP 1930	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. L.C. SANFORD, MARCH 7, 19	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. R. DABBENE, NOV 1919	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. R.C. MURPHY, JULY 31, 195	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. R.C. MURPHY, JULY 31,1956	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. R.S. MURPHY, JULY 31, 195	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. ROBERTO DABBENE, SEP 1930	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. ROBERTO DABBENE, SEPT 193	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. ROBERTS DABBENE, SEPT 193	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. ROERTO DABBENE, SEP 1930	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. SANFORD, 14 OCT 1929	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. W.H. PHELPS, JUNE 1964	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. W.H. PHELPS, MAY 1965	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. W.H. PHLEPS, OCT 1963	voucher elsewhere	1
GIVEN IN EXCHANGE TO DR. WILLIAM H. PHELPS, JULY 1	voucher elsewhere	1
GIVEN IN EXCHANGE TO DRESDEN MUSEUM (DR. JACOBI) J	voucher elsewhere	1
GIVEN IN EXCHANGE TO DRESDEN MUSEUM, SEPT. 1937	voucher elsewhere	1
GIVEN IN EXCHANGE TO E. LEHN SCHIODOR, COPENHAGEN,	voucher elsewhere	1
GIVEN IN EXCHANGE TO E. LEHN SCHIOLER, COPENHAGEN,	voucher elsewhere	1
GIVEN IN EXCHANGE TO E. LELIN SCHIOLER, COPENHAGEN	voucher elsewhere	1
GIVEN IN EXCHANGE TO EDW. WIGGLESWORTH, BOSTON	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM NAT'L HIST. JULY	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM NAT'L HIST., JUL	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT. HIST. JU	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT. HIST., J	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT.L HIST. J	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NATIONAL HIST	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT'L HIST.	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT'L HIST. J	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT'L HIST., 	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NATL' HIST., 	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT'L HISTORY	voucher elsewhere	1
GIVEN IN EXCHANGE TO FIELD MUSEUM OF NAT'L. HIST.,	voucher elsewhere	1
GIVEN IN EXCHANGE TO GUS A. LANGELIER, SUPT. DEPT.	voucher elsewhere	1
GIVEN IN EXCHANGE TO H. K. COALE	voucher elsewhere	1
GIVEN IN EXCHANGE TO H.B. CONOVER, 15 MAY 1933	voucher elsewhere	1
GIVEN IN EXCHANGE TO H.B. CONOVER, APRIL 1, 1949	voucher elsewhere	1
GIVEN IN EXCHANGE TO H.K. COALE	voucher elsewhere	1
GIVEN IN EXCHANGE TO J. NICHOLS, AUG 2, 1917	voucher elsewhere	1
GIVEN IN EXCHANGE TO JAVIER ORTEIZ DE LA PUENTE, L	voucher elsewhere	1
GIVEN IN EXCHANGE TO L.A. FUERTES, 30 JAN 1926	voucher elsewhere	1
GIVEN IN EXCHANGE TO L.A. FUERTES, OCT 1920	voucher elsewhere	1
GIVEN IN EXCHANGE TO M.C.X., MAY 1927	voucher elsewhere	1
GIVEN IN EXCHANGE TO M.C.Z., DEC 2, 1937	voucher elsewhere	1
GIVEN IN EXCHANGE TO MAJOR ALLAN BROOKS ON SEPT. 1	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. ALLAN R. PHILLIPS, 10 MAY	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. EDWIN ASHBY, SOUTH AUSTRA	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. ENGLE, 31 OCT 1928	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. H.B. CONOVER, CHICAGO, IL	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. P. ENGLE, 31 OCT 1928	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. P. ENGLE, OCT 31, 1928	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. PAUL ENGLE, APRIL 9, 1929	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. W.H. PHELPS, CARACAS, VEN	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. W.H. PHELPS, MAY 26, 1950	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. W.H. PHELPS, NOV 15, 1946	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. W.H. PHELPS, SEP 1945	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. W.H. PHELPS, SEPTEMBER 19	voucher elsewhere	1
GIVEN IN EXCHANGE TO MR. W.H. PHILPS, CARACAS, VEN	voucher elsewhere	1
GIVEN IN EXCHANGE TO MUS. COMP. ZOOL., NOV 1926	voucher elsewhere	1
GIVEN IN EXCHANGE TO MUSEO ARGENTINO DE CIENCIAS N	voucher elsewhere	1
GIVEN IN EXCHANGE TO MUSEO DE CIENCIAS NATURALES, 	voucher elsewhere	1
GIVEN IN EXCHANGE TO MUSEUM A. KOENIG, BONN, GERMA	voucher elsewhere	1
GIVEN IN EXCHANGE TO MUSEUM COMPARATIVE ZOOLOGY, M	voucher elsewhere	1
